NCDS,Length,rawseq.p1,avsims.p1,sdsims.p1,z.score.p1,rawseq.m1,avsims.m1,sdsims.m1,z.score.m1,rawseq.01,avsims.01,sdsims.01,z.score.01,prod.type
S820,1102,0.010889292,0.01864519,0.003847139,-2.016016924,0.019056261,0.018447368,0.00391878,0.155378161,0.015426497,0.018605263,0.003933396,-0.808147896,3'MT
S822,65,0.015384615,0.021661538,0.016589001,-0.37837862,0.015384615,0.021692308,0.016874778,-0.373794109,0.015384615,0.022876923,0.017290378,-0.433322385,inter
S823,191,0.010471204,0.017691099,0.008551883,-0.84424627,0.02617801,0.018015707,0.009160928,0.890990863,0.010471204,0.018083769,0.008774427,-0.867585511,5'
S824,148,0.006756757,0.02147973,0.011632464,-1.265679587,0.027027027,0.021344595,0.011074498,0.513109685,0.02027027,0.020905406,0.010797538,-0.058822254,5'
S825,87,0.057471264,0.027988506,0.016424386,1.795060034,0.022988506,0.026206897,0.015924911,-0.202097876,0,0.027264368,0.016302512,-1.672402831,5'
S826,181,0.033149171,0.025801105,0.011191362,0.656583727,0.027624309,0.025093923,0.010744426,0.235506885,0.016574586,0.026259669,0.011104877,-0.872146732,5'
S828,91,0.010989011,0.029076923,0.016913987,-1.06940556,0.021978022,0.02767033,0.01624688,-0.350363135,0.065934066,0.028901099,0.016259612,2.277604566,5'
S829,306,0.009803922,0.017418301,0.007177592,-1.060854127,0.003267974,0.017091503,0.007138763,-1.936404014,0.016339869,0.01754902,0.007225096,-0.167354248,inter
S830,138,0,0.017478261,0.010263955,-1.702877698,0.007246377,0.016550725,0.010683228,-0.8709304,0.02173913,0.017543478,0.010530636,0.398423405,5'
S831,390,0.015384615,0.017305128,0.006503138,-0.295321,0.007692308,0.017335897,0.006283822,-1.534669338,0,0.017289744,0.006288571,-2.749391399,5'
S832,981,0.011213048,0.016901121,0.00392111,-1.450628548,0.014271152,0.016734964,0.003953013,-0.62327464,0.012232416,0.016880734,0.003979407,-1.168093195,3'
S833,72,0.013888889,0.014194445,0.013017041,-0.023473503,0.013888889,0.014444445,0.013287794,-0.041809467,0.013888889,0.015138889,0.013471799,-0.092786422,5'
S835,141,0.014184397,0.02370922,0.011914415,-0.799436906,0.014184397,0.023390071,0.012374292,-0.743935429,0.042553191,0.024120567,0.012282407,1.500733885,intra
S836,80,0.0375,0.0251625,0.016986565,0.726309296,0.025,0.0252625,0.016650513,-0.01576528,0,0.025625,0.016673703,-1.536851129,5'
S837,65,0.015384615,0.023676923,0.017847645,-0.464616375,0.046153846,0.024246154,0.017334123,1.263847708,0,0.024030769,0.017618357,-1.363961981,inter
S838,306,0.026143791,0.020464052,0.007347064,0.773062362,0.006535948,0.020140523,0.007513296,-1.810733156,0.016339869,0.020617647,0.007899689,-0.541512219,inter
S839,155,0.019354839,0.025187097,0.012070353,-0.483188699,0.012903226,0.025503226,0.011723653,-1.07475034,0.019354839,0.024258065,0.011583518,-0.423293328,5'
S840,112,0,0.020678571,0.012696687,-1.628658875,0.008928571,0.020142857,0.011999782,-0.934540835,0.008928571,0.021785714,0.013014061,-0.987942404,inter
S841,151,0.033112583,0.019688742,0.010502037,1.278213083,0.006622517,0.019019868,0.010255313,-1.208871049,0.013245033,0.019728477,0.010705503,-0.605617889,3'MT
S842,146,0.02739726,0.024767123,0.011806907,0.222762569,0.01369863,0.024260274,0.01178639,-0.896088096,0.01369863,0.02439726,0.011654006,-0.918021633,5'
S843,336,0.023809524,0.023139881,0.007586001,0.088273534,0.020833333,0.023035714,0.007672019,-0.287066691,0.020833333,0.023485119,0.007479324,-0.35454889,5'
S844,511,0.015655577,0.0192818,0.005881407,-0.616557103,0.01369863,0.018592955,0.005637332,-0.868198843,0.023483366,0.019358121,0.005627918,0.732996552,5'
S845,457,0.002188184,0.022684901,0.006227838,-3.291144695,0.01750547,0.022091904,0.006737426,-0.680739723,0.028446389,0.022413567,0.006330746,0.952940249,5'
S846,92,0,0.016217391,0.012550791,-1.292140929,0.02173913,0.016760869,0.012969262,0.383850721,0.02173913,0.016956522,0.013060875,0.366178242,intra
S847,62,0,0.014193548,0.01457351,-0.973927893,0,0.015177419,0.015064822,-1.007474203,0,0.014451613,0.014800319,-0.976439295,5'
S848,72,0.013888889,0.016875,0.014419402,-0.207089806,0.027777778,0.016930556,0.014434553,0.75147616,0,0.017083333,0.014739418,-1.159023638,5'
S850,69,0,0.012536232,0.013152512,-0.953143548,0.014492754,0.013637681,0.013030004,0.065623368,0.014492754,0.014086957,0.01331489,0.03047696,inter
S851,125,0.008,0.020576,0.012040149,-1.044505342,0.008,0.022048,0.01248333,-1.125340749,0.016,0.021856,0.012065025,-0.485369901,intra
S852,208,0.014423077,0.016177885,0.008520495,-0.20595138,0,0.015389423,0.008234403,-1.868917885,0.014423077,0.016298077,0.008676729,-0.216095263,5'
S853,68,0.029411765,0.015088235,0.014199032,1.008768038,0,0.015735294,0.014013155,-1.122894448,0,0.015544118,0.015117817,-1.028198527,intra
S854,80,0.025,0.0192125,0.014108424,0.410215897,0,0.019675,0.014640995,-1.343829435,0.0375,0.0192125,0.014512812,1.260093485,inter
S855,68,0,0.017941176,0.015102409,-1.187967858,0,0.018779412,0.014641493,-1.282615865,0,0.0175,0.014505047,-1.206476622,5'
S856,145,0.013793103,0.019931034,0.01104841,-0.555548827,0.013793103,0.020034483,0.010927249,-0.571175731,0.034482759,0.020013793,0.011148141,1.297881503,5'
S858,162,0.012345679,0.020901235,0.010727294,-0.797550229,0.012345679,0.020839506,0.010762118,-0.789233809,0.012345679,0.020771605,0.010418436,-0.808751554,3'
S859,86,0.011627907,0.016697674,0.012690384,-0.399496769,0,0.015953488,0.012889916,-1.237672055,0.011627907,0.016209302,0.012832816,-0.357006226,5'
S860,84,0.023809524,0.016154762,0.012703501,0.602571073,0.035714286,0.016785714,0.013869213,1.36479065,0.011904762,0.016226191,0.01284609,-0.336400309,inter
S861,226,0.004424779,0.024163717,0.009563205,-2.064050441,0.026548673,0.024053097,0.009552363,0.261252169,0.022123894,0.024269912,0.009694786,-0.221357919,5'
S862,162,0.012345679,0.017783951,0.010175934,-0.534424836,0.024691358,0.017469136,0.009613641,0.751247299,0.012345679,0.017790124,0.009800239,-0.555542044,5'
S864,125,0.016,0.019672,0.011926553,-0.307884441,0,0.01972,0.011981367,-1.645888999,0.016,0.019856,0.011724365,-0.32888776,5'
S865,184,0.02173913,0.022451087,0.010371013,-0.068648736,0.016304348,0.023543478,0.010259136,-0.705627699,0.016304348,0.023576087,0.010504032,-0.6922807,5'
S866,140,0.028571429,0.024971429,0.012344897,0.29161851,0.021428571,0.02515,0.012447022,-0.298981479,0.035714286,0.02465,0.012252742,0.903004934,5'
S867,91,0.032967033,0.026351648,0.016036901,0.412510163,0.032967033,0.025813187,0.015997669,0.447180536,0,0.02621978,0.015806893,-1.658756069,inter
S868,78,0,0.022858974,0.016345709,-1.398469439,0.038461538,0.022474359,0.016010508,0.998542869,0.038461538,0.024012821,0.0159223,0.907451678,intra
S870,82,0.036585366,0.019914634,0.014551263,1.145655315,0,0.020121951,0.013736541,-1.464848479,0.036585366,0.019756098,0.0143415,1.173466425,5'
S872,791,0.01517067,0.017936789,0.004452336,-0.621273678,0.022756005,0.018380531,0.004375828,0.999919042,0.008849558,0.018067004,0.004582603,-2.011399568,5'
S873,70,0.014285714,0.022342857,0.016679862,-0.483046139,0.014285714,0.022242857,0.016562159,-0.480441167,0.042857143,0.0228,0.01692835,1.184825658,5'
S874,93,0.032258065,0.029182796,0.016969823,0.181219882,0.021505376,0.02972043,0.016394337,-0.501090981,0.032258065,0.030225807,0.016684648,0.121804099,5'
S875,105,0,0.020190476,0.012761178,-1.582179718,0.019047619,0.020104762,0.013191757,-0.08013664,0.00952381,0.021076191,0.013181264,-0.876424352,intra
S876,613,0.019575856,0.017141925,0.004832323,0.503677254,0.006525285,0.017117455,0.005068556,-2.089780488,0.017944535,0.01702447,0.004946725,0.185994823,3'
S878,59,0,0.01761017,0.01617192,-1.088935003,0,0.017322034,0.016401775,-1.056107275,0,0.016372882,0.015879119,-1.031095062,3'PT
S879,80,0.0125,0.0155875,0.013008856,-0.237338325,0,0.015025,0.013052097,-1.15115603,0.0125,0.01635,0.013672122,-0.281594907,intra
S880,94,0.010638298,0.013702128,0.011576894,-0.264650415,0.010638298,0.013191489,0.011155002,-0.228883098,0,0.013968085,0.01124921,-1.241694792,intra
S881,129,0.007751938,0.019643411,0.011036296,-1.077487694,0.015503876,0.019883721,0.01174635,-0.372868576,0.023255814,0.020496124,0.011943112,0.231069587,intra
S883,67,0.014925373,0.027432836,0.019261374,-0.649354634,0.014925373,0.025582089,0.018723925,-0.569149694,0.029850746,0.025313433,0.017564881,0.258317335,5'
S884,400,0.025,0.0218975,0.006944708,0.446743029,0.0125,0.0219425,0.006819417,-1.384649157,0.0175,0.02228,0.007145114,-0.668988636,inter
S886,87,0.011494253,0.017655173,0.013503101,-0.456259601,0.022988506,0.015827586,0.012401202,0.577437556,0,0.016977012,0.013378964,-1.268933214,5'
S887,98,0.030612245,0.016673469,0.012268215,1.136169773,0.010204082,0.017459184,0.012642417,-0.573869855,0.010204082,0.017214286,0.012853164,-0.545406845,5'
S888,65,0.015384615,0.016307692,0.014783033,-0.062441665,0.015384615,0.014553846,0.01374219,0.060453899,0,0.014676923,0.014617707,-1.004051,5'
S889,58,0.017241379,0.019603448,0.017096062,-0.138164523,0,0.017965517,0.016779886,-1.070657901,0.051724138,0.019327586,0.017201284,1.883379846,inter
S890,92,0.010869565,0.018858696,0.013577542,-0.588407731,0,0.019369565,0.01393731,-1.389763567,0.032608696,0.019510869,0.013621892,0.961527683,inter
S891,77,0.038961039,0.030753247,0.019151995,0.428560691,0.038961039,0.032168831,0.018898619,0.359402335,0.038961039,0.03125974,0.019304663,0.398934631,inter
S892,82,0.012195122,0.020560976,0.014739786,-0.567569558,0.012195122,0.019512195,0.014302,-0.511611889,0.012195122,0.020268293,0.014751658,-0.547272078,inter
S893,80,0.0125,0.0200125,0.014690453,-0.511386552,0.025,0.0195,0.014999166,0.366687059,0,0.0194625,0.014990566,-1.298316578,5'
S894,321,0.003115265,0.018750779,0.007054384,-2.216425087,0.024922118,0.019102804,0.00729668,0.797528998,0.021806854,0.019323988,0.007078547,0.350759358,inter
S895,137,0.02919708,0.019729927,0.01096604,0.863315568,0.02189781,0.019313868,0.010868074,0.237755252,0.00729927,0.019810219,0.011393973,-1.098032197,3'
S896,175,0.028571429,0.02376,0.010574456,0.455004874,0.005714286,0.023514286,0.011097411,-1.603977624,0.011428571,0.02436,0.010907364,-1.185568635,5'
S897,77,0.012987013,0.01674026,0.013979225,-0.268487473,0,0.017441558,0.013930056,-1.252080978,0.012987013,0.017337662,0.014693444,-0.296094597,5'
S898,107,0,0.017009346,0.011951058,-1.423250235,0,0.016299065,0.011222373,-1.452372492,0.018691589,0.01646729,0.011326643,0.196377626,inter
S899,180,0,0.019627778,0.00959986,-2.044590033,0.027777778,0.0198,0.009930467,0.803363853,0.016666667,0.020422222,0.009800693,-0.383192829,3'
S900,71,0.028169014,0.01756338,0.014738924,0.71956635,0.014084507,0.018873239,0.015618122,-0.306613842,0.014084507,0.018253521,0.015592571,-0.26737182,intra
S901,75,0,0.010706667,0.010920821,-0.980390262,0.013333333,0.011053333,0.011703975,0.194805591,0,0.011093333,0.011489269,-0.965538681,intra
S902,287,0.027874564,0.019275261,0.007529395,1.142097484,0.027874564,0.019480836,0.007203358,1.165252057,0.006968641,0.019902439,0.007748993,-1.669094126,5'
S904,66,0.015151515,0.034893939,0.022449752,-0.879405,0.03030303,0.034227273,0.020562347,-0.190846048,0.045454545,0.034984848,0.021392697,0.489405167,5'
S905,275,0.025454545,0.022378182,0.008516989,0.361203139,0.014545455,0.022290909,0.008484926,-0.912848703,0.007272727,0.022130909,0.008420334,-1.764559663,5'
S906,921,0.002171553,0.017201954,0.004122343,-3.646081844,0.01194354,0.017150923,0.004136066,-1.259018315,0.017372421,0.01714658,0.004010673,0.056310036,3'
S908,636,0.011006289,0.016080189,0.004736999,-1.0711212,0.011006289,0.015985849,0.004714911,-1.056130096,0.01572327,0.016165094,0.004618111,-0.09567206,3'PT
S909,80,0,0.021825,0.015915328,-1.371319503,0.0125,0.021075,0.015149633,-0.566020304,0.0125,0.021075,0.014889294,-0.575917178,intra
S910,82,0,0.018036585,0.013790941,-1.307857524,0,0.018073171,0.014037645,-1.287478841,0.012195122,0.017573171,0.013567624,-0.3963884,inter
S911,206,0.009708738,0.020169903,0.009241933,-1.131923975,0.004854369,0.019611651,0.009146267,-1.613475859,0.019417476,0.019368932,0.009309229,0.005214582,5'
S913,129,0.031007752,0.019860465,0.011680569,0.954344488,0.007751938,0.020155039,0.011566313,-1.072346986,0.007751938,0.020186047,0.011657444,-1.066623889,5'
S914,153,0.006535948,0.024718954,0.011432371,-1.590484223,0.032679739,0.023653595,0.011401215,0.79168269,0.006535948,0.024816993,0.0120963,-1.511292273,5'
S915,86,0.011627907,0.023011628,0.015268833,-0.745552761,0.023255814,0.02277907,0.015058009,0.031660505,0,0.023081395,0.015171979,-1.521317368,inter
S916,129,0,0.019573643,0.011580281,-1.6902563,0.031007752,0.019449612,0.011566102,0.999311545,0.015503876,0.020403101,0.011463339,-0.427382016,5'
S917,137,0.00729927,0.016591241,0.010204435,-0.91058156,0.00729927,0.016291971,0.010008404,-0.898514951,0.04379562,0.017160584,0.010637726,2.503827966,intra
S918,163,0.024539877,0.022441718,0.010992123,0.190878433,0.018404908,0.020766871,0.010561664,-0.223635514,0.012269939,0.021834356,0.010618132,-0.900762685,inter
S919,75,0.013333333,0.015213333,0.013427224,-0.140014071,0.013333333,0.014306667,0.013217185,-0.073641519,0.026666667,0.015453333,0.013576161,0.825957652,intra
S920,545,0.014678899,0.021649541,0.005867781,-1.187951925,0.014678899,0.021533945,0.005781486,-1.185689314,0.022018349,0.021194495,0.005832873,0.141243201,inter
S921,80,0.025,0.0254,0.01678345,-0.023833003,0.025,0.02615,0.017372156,-0.066197887,0.0125,0.0271,0.016861548,-0.865875406,5'
S922,71,0.014084507,0.018577465,0.015418756,-0.291395606,0,0.019690141,0.015317695,-1.285450654,0,0.01884507,0.015162382,-1.242883256,5'
S923,130,0.007692308,0.024084615,0.012499656,-1.311420723,0,0.023007692,0.011930083,-1.928544173,0.007692308,0.023653846,0.012393859,-1.287858582,5'
S924,139,0.028776978,0.028568345,0.0128923,0.016182739,0.014388489,0.027258993,0.012989026,-0.990875181,0.035971223,0.027992806,0.01338706,0.595979799,5'
S925,225,0.004444444,0.024008889,0.009363797,-2.08937095,0.022222222,0.024071111,0.009527649,-0.194055131,0.026666667,0.023555556,0.009723879,0.319945526,3'
S926,229,0.013100437,0.017414847,0.008346793,-0.51689435,0.017467249,0.01728821,0.008362173,0.021410634,0.013100437,0.017676856,0.008154586,-0.561208015,3'
S927,975,0.013333333,0.018067692,0.004116471,-1.150101532,0.013333333,0.018106667,0.004173596,-1.143698043,0.026666667,0.018129231,0.003973354,2.148672337,3'PT
S928,185,0.010810811,0.020589189,0.010034222,-0.974502887,0.048648649,0.021059459,0.010179873,2.710170185,0.005405405,0.019654054,0.010076376,-1.41406485,inter
S929,756,0.018518519,0.017988095,0.004560344,0.11631221,0.014550265,0.017747355,0.004479145,-0.713772315,0.014550265,0.01739418,0.004415026,-0.644144533,inter
S930,1068,0.014981273,0.01758427,0.003793697,-0.686137227,0.015917603,0.017607678,0.003706096,-0.456025629,0.019662921,0.017616105,0.003845143,0.532312085,3'PT
S932,67,0.014925373,0.015477612,0.014810119,-0.037287939,0,0.014402985,0.013520408,-1.06527742,0,0.015373134,0.014190914,-1.083308241,5'
S933,109,0.04587156,0.018743119,0.012622747,2.149170971,0,0.017770642,0.011664905,-1.523428,0,0.017944954,0.012010214,-1.494141048,intra
S934,84,0,0.015011905,0.012314088,-1.219083795,0,0.014404762,0.012849783,-1.121012049,0.011904762,0.015964286,0.013256363,-0.306232108,inter
S935,174,0.022988506,0.020936782,0.010001618,0.205139257,0.005747126,0.021109195,0.010382012,-1.47968129,0,0.022224138,0.01024616,-2.169021112,5'
S936,69,0,0.024826087,0.017962639,-1.382095736,0.028985507,0.023826087,0.017503999,0.294756644,0.014492754,0.025782609,0.018547309,-0.608705798,5'
S937,293,0.006825939,0.020341297,0.007989469,-1.691646641,0.023890785,0.020078498,0.007474408,0.510045286,0.013651877,0.019808874,0.007567639,-0.813595422,5'
S938,937,0.011739594,0.025046958,0.004795112,-2.77519378,0.024546425,0.024595518,0.004702297,-0.010440125,0.021344717,0.025090715,0.00475654,-0.787546783,inter
S939,431,0.027842227,0.028902552,0.007808201,-0.135796358,0.023201856,0.028389791,0.007504919,-0.691271325,0.027842227,0.028684455,0.007467102,-0.112791795,3'
S940,77,0.038961039,0.02848052,0.017681448,0.592741022,0.025974026,0.028545455,0.017465503,-0.147229004,0.025974026,0.028,0.017372786,-0.116617679,5'
S941,609,0.018062397,0.020671593,0.005591048,-0.466673812,0.016420361,0.020315271,0.005582724,-0.697671977,0.018062397,0.020766831,0.005561114,-0.486311537,3'PT
S942,95,0.010526316,0.018010526,0.013344305,-0.560854266,0.010526316,0.017968421,0.012625391,-0.589455406,0,0.018178947,0.012770911,-1.423465204,5'
S943,328,0.009146341,0.024658536,0.008481966,-1.828844337,0.027439024,0.024417683,0.008026954,0.376399479,0.030487805,0.02422561,0.007907935,0.791887593,inter
S944,802,0.011221945,0.016879052,0.004436045,-1.275259188,0.00872818,0.016774314,0.004420434,-1.820213593,0.014962594,0.017157107,0.004432144,-0.495135828,3'PT
S945,96,0.010416667,0.023729167,0.014660128,-0.908075285,0.020833333,0.0239375,0.014875187,-0.208680876,0.010416667,0.02440625,0.014580767,-0.959454517,inter
S946,109,0,0.01259633,0.009970295,-1.263385878,0.009174312,0.012834862,0.009885124,-0.370309006,0.018348624,0.01306422,0.01008938,0.523759,5'
S947,114,0.00877193,0.020675439,0.011993574,-0.992490495,0.043859649,0.022236842,0.013461783,1.606236431,0,0.021833333,0.013152417,-1.660024387,inter
S948,122,0,0.025557377,0.013420506,-1.904352789,0.024590164,0.026336066,0.013079299,-0.133485868,0.032786885,0.025172131,0.013525041,0.563011494,5'
S949,140,0.035714286,0.030307143,0.013258414,0.407827305,0.021428571,0.031242857,0.014062543,-0.69790268,0,0.031678571,0.013693903,-2.313333972,inter
S950,105,0.028571429,0.029666667,0.015256957,-0.071786128,0,0.030466667,0.01629191,-1.870048803,0.038095238,0.031914286,0.016136239,0.383047885,5'
S952,198,0.035353535,0.018454545,0.00898287,1.881246149,0.01010101,0.017727273,0.00877818,-0.868774907,0.01010101,0.019227273,0.009442211,-0.966538734,intra
S953,114,0,0.024763158,0.013429979,-1.84387165,0.01754386,0.023991228,0.012984133,-0.496557449,0.035087719,0.024596491,0.01342973,0.781194267,5'
S954,78,0,0.023461539,0.016026475,-1.463923818,0.051282051,0.022692308,0.015913147,1.796611546,0,0.023205128,0.015466424,-1.500355089,5'
S955,132,0.015151515,0.022348485,0.011987913,-0.600352206,0.015151515,0.021318182,0.012092656,-0.509951419,0.022727273,0.023098485,0.012223062,-0.030369795,5'
S957,147,0.006802721,0.019122449,0.010347278,-1.19062502,0.027210884,0.01877551,0.010255365,0.822532817,0.034013605,0.019081632,0.010823611,1.379573975,intra
S958,68,0.029411765,0.022470588,0.017026824,0.407661267,0.014705882,0.022632353,0.016932882,-0.46811115,0.029411765,0.021867647,0.017207769,0.438413488,inter
S959,178,0.033707865,0.019926966,0.010228895,1.347251958,0,0.019780899,0.009607371,-2.058929347,0.016853933,0.020735955,0.009927527,-0.391036185,inter
S960,71,0.014084507,0.016239437,0.013832646,-0.155785778,0,0.015704225,0.013805229,-1.137556286,0.014084507,0.017225352,0.014881582,-0.211055854,intra
S961,75,0.026666667,0.025826667,0.017541123,0.047887491,0,0.024613333,0.01620843,-1.518551351,0.04,0.025573333,0.017183646,0.83955797,5'
S963,848,0.001179245,0.02021934,0.004474157,-4.255571834,0.021226415,0.020474057,0.004847523,0.155204686,0.014150943,0.02076533,0.004713456,-1.403298791,5'
S964,81,0.012345679,0.025617284,0.016987171,-0.781272227,0.012345679,0.026209877,0.016534292,-0.838511706,0.012345679,0.02654321,0.017422249,-0.814908059,3'
S965,562,0.012455516,0.023320285,0.006008907,-1.808110604,0.021352313,0.023172598,0.005894877,-0.308790956,0.024911032,0.023170818,0.006004885,0.28979966,5'
S966,101,0.03960396,0.022267327,0.013878928,1.249133483,0.02970297,0.022455445,0.013510546,0.536434627,0.00990099,0.022257426,0.013343627,-0.92601777,5'
S967,247,0.016194332,0.019340081,0.00829858,-0.379070735,0.004048583,0.018566802,0.007981451,-1.818994896,0.016194332,0.019558704,0.008341146,-0.40334656,3'
S969,1054,0.017077799,0.017083491,0.003766463,-0.001511338,0.021821632,0.016897533,0.003759271,1.309854599,0.006641366,0.01688425,0.003742514,-2.736899617,3'PT
S970,109,0.009174312,0.012614679,0.010073297,-0.341533372,0.027522936,0.011834862,0.009902585,1.584240168,0.009174312,0.012642202,0.00989925,-0.350318465,5'
S971,66,0.045454545,0.020757576,0.016696353,1.479183466,0.03030303,0.021348485,0.017215549,0.520142896,0.045454545,0.021454545,0.016777662,1.430473447,5'
S972,302,0.033112583,0.028380795,0.009107178,0.519566874,0.016556291,0.028374172,0.009031106,-1.308575222,0.026490066,0.028533113,0.009147673,-0.223340594,inter
S973,196,0.030612245,0.030117347,0.011610669,0.042624423,0.040816327,0.029469388,0.011466404,0.989581327,0.010204082,0.029617347,0.011426739,-1.698933093,3'PT
S974,197,0.020304569,0.017045685,0.008455413,0.385419834,0.015228426,0.017360406,0.008731199,-0.244179544,0,0.017406091,0.008641164,-2.014322535,5'
S979,372,0.018817204,0.021462365,0.007325044,-0.361112006,0.018817204,0.021620967,0.007137692,-0.392810924,0.018817204,0.021577957,0.00733024,-0.376625155,3'PT
S980,1148,0.005226481,0.026068815,0.004526489,-4.604525283,0.026132404,0.026502613,0.004484742,-0.082548614,0.037456446,0.026200348,0.004418158,2.54769027,3'
S981,306,0.013071895,0.017294118,0.007129499,-0.592218671,0.019607843,0.016918301,0.006918659,0.388737535,0.022875817,0.017039216,0.007003533,0.833379558,3'
S982,81,0,0.018851852,0.014240951,-1.323777564,0.024691358,0.018839506,0.014326684,0.40845822,0.024691358,0.020012346,0.014808629,0.315965255,intra
S983,139,0.028776978,0.021345324,0.011334973,0.655639331,0.007194245,0.021071942,0.011344221,-1.223327533,0.028776978,0.020798561,0.011190551,0.712960148,3'
S984,1335,0.026217228,0.021682397,0.00366483,1.237392082,0.018726592,0.021493633,0.00373551,-0.740739738,0.019475655,0.021850936,0.003631937,-0.653998489,3'PT
S985,1048,0.023854962,0.023226145,0.004431251,0.141905057,0.013358779,0.023235687,0.004461085,-2.214014636,0.017175573,0.023014313,0.004439073,-1.315306253,3'PT
S986,123,0.032520325,0.023593496,0.012358544,0.722320452,0.032520325,0.024406504,0.013070432,0.62077681,0,0.025471545,0.013413484,-1.898950746,3'MT
S987,415,0.014457831,0.019766265,0.006575814,-0.807266435,0.019277108,0.019655422,0.006129593,-0.061719217,0.021686747,0.020043373,0.006469368,0.254023828,3'
S988,88,0.022727273,0.025193182,0.016561443,-0.148894561,0.022727273,0.023829545,0.015768521,-0.069903347,0.056818182,0.024090909,0.015453916,2.117733263,5'
S989,154,0.012987013,0.022201298,0.011085375,-0.831210996,0.019480519,0.021181818,0.011352337,-0.14986333,0.025974026,0.021383117,0.011023735,0.416456803,inter
S990,531,0.028248588,0.023581921,0.006171814,0.756125735,0.011299435,0.024094162,0.006365512,-2.010007369,0.020715631,0.024018832,0.006488122,-0.509115182,inter
S991,334,0.01497006,0.017889222,0.006662149,-0.438171212,0.005988024,0.017206587,0.006593519,-1.701452973,0.017964072,0.017317365,0.006729801,0.096095941,intra
S992,185,0.021621622,0.019394595,0.009423554,0.23632564,0.010810811,0.019918919,0.009939416,-0.916362442,0.027027027,0.019421622,0.009511743,0.799580582,intra
S993,109,0.027522936,0.023834863,0.013732804,0.268559388,0.009174312,0.023559633,0.013784793,-1.043564569,0.027522936,0.023651376,0.013395903,0.289010724,inter
S994,90,0.022222222,0.016444444,0.012653487,0.456615465,0.022222222,0.016666667,0.012616319,0.44034677,0.011111111,0.017677778,0.012981868,-0.505833722,intra
S995,127,0.015748031,0.021291338,0.011765309,-0.471156959,0.039370079,0.02103937,0.012015925,1.525534529,0,0.020716535,0.011193461,-1.850771257,intra
S996,186,0.032258065,0.025473118,0.011022895,0.615532204,0.016129032,0.024822581,0.010755797,-0.808266314,0.02688172,0.025424731,0.011138055,0.130811784,inter
S997,2005,0.003990025,0.023139651,0.003173946,-6.033380461,0.026433915,0.0231202,0.003252153,1.018929863,0.02394015,0.023329676,0.003299454,0.185022779,inter
S998,80,0.025,0.0264625,0.017135445,-0.085349404,0.025,0.0272625,0.017357307,-0.130348559,0.0375,0.02705,0.017170974,0.608585168,5'
S999,101,0.00990099,0.020970297,0.013179285,-0.839901951,0.01980198,0.020841584,0.013509816,-0.076951749,0.02970297,0.020475247,0.013709541,0.673087668,3'
S1000,87,0.022988506,0.021333333,0.01431399,0.115633202,0,0.021356322,0.014554826,-1.467301741,0.045977011,0.023195402,0.015054362,1.51328953,intra
S1001,84,0.035714286,0.030035714,0.017887786,0.317455243,0,0.030369048,0.016984363,-1.788059232,0.035714286,0.031130953,0.018285087,0.250659645,5'
S1002,186,0.021505376,0.02694086,0.010863624,-0.500338019,0.016129032,0.027080645,0.010665733,-1.026803633,0.032258065,0.027677419,0.010960693,0.417915699,3'PT
S1003,230,0.026086957,0.017695652,0.008420484,0.996534719,0.030434783,0.018,0.00808492,1.538021743,0.004347826,0.0183,0.008609618,-1.620533385,5'
S1004,225,0.017777778,0.023724444,0.009303803,-0.639165114,0.026666667,0.023284444,0.009545205,0.354337328,0.008888889,0.023911111,0.009488819,-1.583149761,intra
S1005,103,0.019417476,0.018368932,0.01308395,0.080139697,0.019417476,0.017980583,0.011897057,0.120777204,0.038834951,0.019427185,0.012941335,1.499672648,5'
S1006,66,0.03030303,0.028590909,0.019556004,0.087549637,0.03030303,0.028545454,0.018332757,0.095870774,0.015151515,0.029212121,0.019119798,-0.73539512,5'
S1007,174,0.017241379,0.015666667,0.008740994,0.180152548,0.011494253,0.015505747,0.00869144,-0.461545399,0.022988506,0.015362069,0.008840936,0.862627749,inter
S1008,329,0.027355623,0.02437386,0.008123968,0.367032807,0.021276596,0.024583587,0.008066631,-0.409959334,0.012158055,0.024680851,0.008276755,-1.513007873,5'
S1010,198,0.015151515,0.024373737,0.010714006,-0.860763208,0.015151515,0.023934343,0.010537576,-0.833477082,0.015151515,0.024540404,0.010401295,-0.902665413,3'MT
S1011,272,0.022058824,0.019900735,0.008228595,0.262266957,0.014705882,0.020003677,0.007820644,-0.677411564,0.011029412,0.020183824,0.008051971,-1.136915554,3'
S1012,114,0.043859649,0.02654386,0.014301157,1.210796435,0.00877193,0.025780702,0.014007178,-1.214289647,0.01754386,0.026394737,0.014267712,-0.620343116,intra
S1013,223,0.013452915,0.022524664,0.009447857,-0.9601912,0.01793722,0.023013453,0.009741677,-0.521084133,0.031390135,0.023336323,0.009741478,0.826754595,5'
S1014,73,0.01369863,0.022178082,0.016064319,-0.527843858,0.02739726,0.021904109,0.016043023,0.342401206,0.01369863,0.021369863,0.016288206,-0.47096856,3'
S1015,103,0.009708738,0.021951456,0.013869977,-0.882677603,0.029126214,0.021776699,0.01324028,0.555087586,0.009708738,0.022786408,0.013909757,-0.94017959,3'
S1016,151,0.052980132,0.022536424,0.011764518,2.587756619,0.006622517,0.022582782,0.01091936,-1.461648322,0.013245033,0.023350993,0.011672231,-0.865812253,5'
