CDS,Length,rawseq.p1,avsims.p1,sdsims.p1,z.score.p1,rawseq.m1,avsims.m1,sdsims.m1,z.score.m1,highest.exp,lowest.exp
BSU21480,171,0.011695906,0.01048538,0.003472047,0.348649038,0.023391813,0.022187135,0.004537975,0.265466009,n,n
BSU21490,318,0.031446541,0.027955975,0.003111268,1.12191128,0.044025157,0.042298742,0.004994084,0.345692027,y,n
BSU21500,1251,0.020783373,0.020493205,0.002011717,0.144238791,0.035171863,0.035957634,0.003082422,-0.254920012,n,n
BSU21510,333,0.024024024,0.019357357,0.003267991,1.427992629,0.045045045,0.043003003,0.005215739,0.391515396,n,n
BSU21520,336,0.026785714,0.032919643,0.004031738,-1.521410728,0.041666667,0.040404762,0.004089541,0.308568824,n,n
BSU21530,357,0.028011204,0.024848739,0.002877685,1.098961214,0.050420168,0.044568628,0.004866295,1.202463168,n,n
BSU21540,468,0.017094017,0.014784188,0.002961048,0.780071521,0.034188034,0.031720085,0.004555604,0.54173917,n,n
BSU21550,534,0.028089888,0.028632959,0.002984786,-0.181946289,0.041198502,0.03970412,0.00411475,0.363176865,n,n
BSU21560,579,0.02417962,0.021231434,0.002523768,1.168168418,0.051813472,0.055713299,0.004039718,-0.965370997,n,n
BSU21570,498,0.030120482,0.027,0.003011602,1.03615354,0.040160643,0.041883534,0.004194913,-0.410709556,n,n
BSU21580,1716,0.022727273,0.023034382,0.001576724,-0.194776761,0.04020979,0.037392191,0.002708215,1.040389622,n,n
BSU21590,558,0.023297491,0.019426523,0.003054652,1.267237039,0.044802867,0.039673835,0.004467066,1.148188055,n,n
BSU21598,240,0.045833333,0.0469,0.004559905,-0.233923055,0.020833333,0.022395833,0.005020491,-0.311224558,n,n
BSU21599,117,0.008547009,0.01274359,0.00427495,-0.981667814,0.042735043,0.045521368,0.007344772,-0.379361648,n,y
BSU21600,1074,0.033519553,0.031204842,0.002204839,1.049832227,0.039106145,0.043617318,0.002986093,-1.51072745,n,n
BSU21610,891,0.015712682,0.016176207,0.002013222,-0.23024017,0.033670034,0.035244669,0.003387834,-0.464791139,n,n
BSU21620,483,0.022774327,0.023306418,0.002824256,-0.188400476,0.039337474,0.038397515,0.00445424,0.211025688,n,n
BSU21630,819,0.029304029,0.032611722,0.002370154,-1.395560212,0.036630037,0.035534799,0.003729498,0.293668985,n,n
BSU21639,156,0.006410256,0.003173077,0.003206572,1.009545224,0.051282051,0.054724359,0.006660842,-0.516797749,n,n
BSU21640,516,0.031007752,0.024569767,0.003131466,2.055901359,0.054263566,0.050992248,0.003988149,0.820259654,n,n
BSU21650,711,0.015471167,0.015355837,0.002042718,0.05645917,0.045007032,0.046630098,0.003616815,-0.448755626,n,n
BSU21660,1638,0.023199023,0.022337607,0.001677002,0.51366422,0.042124542,0.040595238,0.002657952,0.575369218,n,n
BSU21670,606,0.01650165,0.014511551,0.002471839,0.80510856,0.018151815,0.021070957,0.003387404,-0.861763642,n,n
BSU21680,432,0.018518519,0.018168981,0.002907629,0.120213922,0.032407407,0.032666667,0.003884665,-0.066739347,n,n
BSU21690,534,0.003745318,0.007672285,0.001796691,-2.185666307,0.035580524,0.027181648,0.003804727,2.207484603,n,n
BSU21700,426,0.018779343,0.016225352,0.003321624,0.768898291,0.042253521,0.037593897,0.00459435,1.014207368,n,n
BSU21710,1338,0.023168909,0.025346039,0.002206258,-0.98679753,0.012705531,0.015109865,0.002234773,-1.075874108,n,y
BSU21720,195,0.020512821,0.019758974,0.004892806,0.154072466,0.01025641,0.014379487,0.003733792,-1.104260025,n,n
BSU21730,564,0.026595745,0.021836879,0.003173386,1.499617584,0.033687943,0.034879433,0.003839422,-0.310330544,n,n
BSU21740,768,0.022135417,0.019635417,0.001972945,1.267141722,0.02734375,0.031752604,0.003448928,-1.278325722,n,n
BSU21750,582,0.025773196,0.030108247,0.002705818,-1.6021224,0.02233677,0.024431272,0.003870411,-0.541157528,n,n
BSU21760,252,0.031746032,0.032813492,0.002475084,-0.431282395,0.007936508,0.010873016,0.003600462,-0.815591928,n,n
BSU21770,1269,0.016548463,0.016343578,0.001763728,0.116166078,0.031520883,0.031187549,0.002843777,0.117215252,n,n
BSU21780,996,0.021084337,0.022823293,0.002344679,-0.741660509,0.014056225,0.020552209,0.003020094,-2.150920827,n,n
BSU21790,642,0.017133956,0.019147975,0.003202584,-0.628873142,0.009345794,0.007742991,0.002573107,0.622905746,n,n
BSU21800,621,0.020933977,0.018898551,0.002845929,0.715206194,0.01610306,0.019700483,0.003220307,-1.117105621,n,n
BSU21810,507,0.01183432,0.012433925,0.002074938,-0.288974894,0.027613412,0.030974359,0.00411787,-0.816185737,n,n
BSU21820,795,0.012578616,0.013189937,0.00217315,-0.281306467,0.033962264,0.026295598,0.003445595,2.225063173,n,n
BSU21830,534,0.020599251,0.015734082,0.00269068,1.808155879,0.024344569,0.032082397,0.003785673,-2.043976657,n,n
BSU21840,612,0.013071895,0.013084967,0.002425874,-0.005388706,0.032679739,0.032321895,0.003894487,0.091884764,n,n
BSU21850,774,0.019379845,0.017330749,0.002381611,0.860382119,0.025839793,0.025081395,0.00357255,0.212284754,n,n
BSU21860,435,0.018390805,0.015848276,0.002657237,0.956832013,0.020689655,0.020901149,0.003547923,-0.059610658,n,n
BSU21870,1677,0.013118664,0.012511032,0.001444298,0.420711363,0.019677996,0.020766846,0.002266435,-0.480424075,n,n
BSU21880,1134,0.015873016,0.01671164,0.001959088,-0.428068582,0.032627866,0.031153439,0.003030769,0.486486075,n,n
BSU21890,618,0.022653722,0.020040453,0.002825849,0.924772979,0.022653722,0.028555017,0.003778878,-1.561652533,n,n
BSU21900,483,0.026915114,0.030952381,0.003008568,-1.341922939,0.014492754,0.017902691,0.003790428,-0.899618034,n,n
BSU21910,906,0.014348786,0.016115894,0.002331575,-0.757903309,0.015452539,0.022620309,0.003086125,-2.322578967,n,n
BSU21920,1149,0.024369017,0.022500435,0.002076604,0.899825618,0.023498695,0.027885988,0.002999418,-1.462714932,y,n
BSU21925,147,0.027210884,0.015965986,0.00476716,2.3588254,0.047619048,0.052176871,0.005311831,-0.858051274,n,n
BSU21930,201,0.014925373,0.015711443,0.003104675,-0.253189103,0.029850746,0.033890547,0.006238235,-0.647587173,y,n
BSU21940,183,0.027322404,0.021934426,0.004834094,1.114578561,0.038251366,0.032562841,0.005103343,1.114666381,n,n
BSU21950,270,0.018518519,0.014959259,0.003329807,1.068908603,0.037037037,0.035907407,0.004065952,0.277826706,n,n
BSU21970,681,0.024963289,0.019784141,0.002561267,2.022103902,0.027900147,0.032864905,0.003680493,-1.348938155,n,n
BSU21980,690,0.013043478,0.013623188,0.00285617,-0.202967764,0.017391304,0.019586956,0.003126685,-0.702229991,n,n
BSU21990,399,0.01754386,0.020318296,0.003228329,-0.85940299,0.01754386,0.015706767,0.003700364,0.496462741,n,n
BSU22010,891,0.017957351,0.020328844,0.002274864,-1.042476794,0.029180696,0.02903367,0.003257529,0.045134213,n,n
BSU22020,258,0.007751938,0.013953488,0.003216561,-1.928006557,0.034883721,0.037441861,0.005104129,-0.501190315,n,n
BSU22030,3582,0.017867113,0.016698492,0.001088871,1.073240705,0.021496371,0.023074819,0.001513514,-1.042902466,n,n
BSU22036,90,0.033333333,0.033144444,0.006334659,0.029818267,0.033333333,0.027866666,0.005557624,0.98363386,n,n
BSU22040,507,0.027613412,0.025558185,0.003329237,0.617326558,0.00591716,0.011755424,0.003136609,-1.861329973,n,n
BSU22050,1098,0.011839709,0.014494536,0.001990049,-1.334050546,0.017304189,0.022030965,0.002845506,-1.661137114,n,n
BSU22060,1317,0.02126044,0.018161731,0.00196322,1.578380845,0.012148823,0.015237661,0.002243746,-1.376643074,n,n
BSU22070,585,0.023931624,0.026704274,0.002653444,-1.044924888,0.015384615,0.01808718,0.003349415,-0.806876765,n,n
BSU22080,1506,0.011952191,0.011320053,0.001610356,0.392545382,0.026560425,0.028598938,0.002475165,-0.823586578,n,n
BSU22090,993,0.020140987,0.02394864,0.002412462,-1.578326916,0.008056395,0.010831823,0.002208924,-1.256461282,n,n
BSU22100,591,0.020304569,0.01927242,0.00237603,0.434400871,0.021996616,0.022125212,0.003481861,-0.036933121,n,n
BSU22110,975,0.018461538,0.017226667,0.002035923,0.606541247,0.016410256,0.019610256,0.002848498,-1.123399065,n,n
BSU22120,1020,0.023529412,0.020271569,0.00198339,1.642562993,0.02254902,0.025878431,0.003024745,-1.100724667,n,n
BSU22130,828,0.013285024,0.013573671,0.002074635,-0.139131687,0.02294686,0.025799517,0.003315981,-0.860275533,n,n
BSU22140,765,0.018300654,0.016593464,0.002400299,0.711240561,0.015686275,0.021918954,0.003304001,-1.886403369,n,n
BSU22150,1926,0.016095535,0.014793873,0.00151877,0.857049956,0.030633437,0.030524922,0.002319034,0.046793181,n,n
BSU22160,192,0.03125,0.024197917,0.004580543,1.539573577,0.026041667,0.029859375,0.005857872,-0.651722629,n,n
BSU22169,153,0.026143791,0.015117647,0.005621564,1.961401507,0.026143791,0.02903268,0.007761135,-0.372225083,n,n
BSU22170,1158,0.012953368,0.014187392,0.001761556,-0.700530516,0.025906736,0.0245,0.002784322,0.505234671,n,n
BSU22180,297,0.02020202,0.018218855,0.003861638,0.513555349,0.043771044,0.045164983,0.004393012,-0.317308239,y,n
BSU22190,630,0.020634921,0.019079365,0.002487589,0.625326798,0.033333333,0.0264,0.003575359,1.939198953,n,n
BSU22200,228,0.00877193,0.006653509,0.002192811,0.966075512,0.00877193,0.009828948,0.003673807,-0.287717348,n,n
BSU22205,129,0.031007752,0.032147287,0.005842097,-0.195055784,0.023255814,0.025100775,0.005256567,-0.350982083,n,n
BSU22210,1242,0.01610306,0.014937198,0.00195292,0.596983984,0.019323671,0.020869565,0.002555225,-0.604993298,n,n
BSU22220,2250,0.016888889,0.015202667,0.001375708,1.225712586,0.024444444,0.028880889,0.002125288,-2.08745618,n,n
BSU22230,507,0.029585799,0.029,0.002895411,0.202319804,0.021696252,0.020897436,0.003894589,0.205109191,n,n
BSU22240,420,0.016666667,0.017588095,0.002974563,-0.309769262,0.019047619,0.0219,0.003852005,-0.740492494,n,n
BSU22250,378,0.021164021,0.019526455,0.002214239,0.739561474,0.015873016,0.020640212,0.003641475,-1.3091387,n,n
BSU22260,189,0.042328042,0.042042328,0.003475653,0.082204398,0.026455026,0.025322751,0.00469975,0.240922381,n,n
BSU22270,372,0.018817204,0.017658602,0.00284535,0.407191294,0.043010753,0.038569893,0.004887894,0.90854264,n,n
BSU22280,246,0.032520325,0.023869919,0.004738824,1.825432942,0.028455285,0.038020325,0.005697377,-1.678849901,n,n
BSU22300,963,0.018691589,0.015254413,0.002035874,1.688304616,0.018691589,0.022053998,0.002969874,-1.132172249,n,n
BSU22310,621,0.012882448,0.012837359,0.001950188,0.023120285,0.022544283,0.030988728,0.003880226,-2.176276522,n,n
BSU22320,2745,0.014936248,0.013316576,0.001060576,1.527162821,0.033879781,0.034986157,0.002063221,-0.536237253,n,n
BSU22330,495,0.016161616,0.016886869,0.002423871,-0.2992126,0.024242424,0.024733333,0.003717027,-0.132070337,n,n
BSU22340,660,0.021212121,0.021684848,0.003002365,-0.157451724,0.021212121,0.024909091,0.003838096,-0.9632301,n,n
BSU22350,699,0.007153076,0.011968526,0.002236747,-2.152881359,0.024320458,0.027094421,0.003337574,-0.831131573,n,n
BSU22360,1293,0.01778809,0.015766435,0.001664802,1.214352051,0.027842227,0.027196442,0.002723645,0.237103255,n,n
BSU22370,1182,0.019458545,0.017910321,0.001888753,0.819706643,0.023688663,0.026486464,0.002922725,-0.957257579,n,n
BSU22380,486,0.016460905,0.013652263,0.002900988,0.968167103,0.018518519,0.021707819,0.004013825,-0.794578652,n,n
BSU22390,171,0.023391813,0.019678363,0.004086306,0.908754797,0.035087719,0.04931579,0.008445377,-1.684717107,n,n
BSU22400,2796,0.021816881,0.019513233,0.001300293,1.771636836,0.029685265,0.030501073,0.001807606,-0.45131962,n,n
BSU22410,384,0.018229167,0.023440104,0.003565782,-1.461372842,0.0390625,0.039164062,0.004830655,-0.021024476,n,n
BSU22420,861,0.026713124,0.020167247,0.002372774,2.758744707,0.023228804,0.029321719,0.003644282,-1.671910962,n,n
BSU22430,834,0.028776978,0.025940048,0.002421386,1.171614028,0.023980815,0.021452038,0.003106842,0.813938007,n,n
BSU22440,978,0.019427403,0.017595092,0.002281726,0.803037382,0.031697342,0.028539877,0.003091149,1.021453632,n,n
BSU22450,1194,0.020100503,0.015703518,0.001915477,2.295504612,0.019262982,0.018755444,0.002569453,0.197527645,n,n
BSU22460,1134,0.021164021,0.017868607,0.00220142,1.496949524,0.025573192,0.027683421,0.002916124,-0.723641699,n,n
BSU22470,711,0.019690577,0.016067511,0.002542363,1.425078105,0.026722925,0.026924051,0.003609764,-0.055717218,n,n
BSU22480,414,0.019323671,0.016002415,0.002991572,1.110204155,0.02173913,0.027780193,0.003869687,-1.561124408,n,n
BSU22490,804,0.019900498,0.019477612,0.00221084,0.191278494,0.024875622,0.021048508,0.003175807,1.205083866,n,n
BSU22500,336,0.029761905,0.02678869,0.002775796,1.071121234,0.038690476,0.033133929,0.005012162,1.108612796,n,n
BSU22510,873,0.020618557,0.0180126,0.002571181,1.013525199,0.017182131,0.018520046,0.002904679,-0.460606773,n,n
BSU22520,795,0.020125786,0.019162264,0.002274092,0.423695274,0.026415094,0.030189937,0.003263595,-1.156651831,n,n
BSU22530,558,0.025089606,0.024725806,0.003170027,0.11476227,0.014336918,0.014078853,0.003023372,0.085356667,n,n
BSU22540,768,0.015625,0.0149375,0.002095426,0.328095537,0.018229167,0.024384115,0.003398234,-1.811219847,n,n
BSU22550,675,0.025185185,0.023918519,0.002712903,0.466904449,0.01037037,0.014111111,0.002455921,-1.523152241,n,n
BSU22560,504,0.015873016,0.012613095,0.002467905,1.320926504,0.035714286,0.030876984,0.003930415,1.230735716,n,n
BSU22570,447,0.029082774,0.032268456,0.003627234,-0.878267591,0.03803132,0.030409396,0.004233412,1.800421182,n,n
BSU22580,540,0.022222222,0.021764815,0.002318559,0.197280816,0.02962963,0.030735185,0.004114917,-0.268670085,n,n
BSU22590,1272,0.01336478,0.010810535,0.001820501,1.403045303,0.037735849,0.037746855,0.002824364,-0.003896806,n,n
BSU22600,1287,0.022533023,0.019452991,0.001843037,1.671171799,0.024087024,0.027353535,0.002793024,-1.169524906,n,n
BSU22610,1116,0.022401434,0.022472222,0.002023554,-0.03498212,0.027777778,0.030205197,0.002905055,-0.835584596,n,n
BSU22620,1083,0.015697138,0.014833795,0.002055537,0.420008395,0.028624192,0.030976916,0.003037636,-0.774524726,n,n
BSU22630,804,0.024875622,0.020825871,0.002633454,1.537809744,0.02238806,0.02604602,0.003612955,-1.012456481,n,n
BSU22640,1203,0.023275145,0.020646717,0.001828874,1.437183897,0.024106401,0.023386534,0.002773601,0.259542407,n,n
BSU22650,648,0.027777778,0.022114198,0.002869938,1.973415407,0.026234568,0.025996914,0.003855099,0.061646664,n,n
BSU22660,750,0.024,0.022602667,0.002829118,0.493911318,0.022666667,0.025846667,0.003446468,-0.922683621,n,n
BSU22670,1017,0.019665683,0.019434612,0.001973881,0.117064479,0.021632252,0.025185841,0.00310459,-1.144624247,n,n
BSU22680,1548,0.020671835,0.019494832,0.00164123,0.717146856,0.020671835,0.026097545,0.002544048,-2.13270759,n,n
BSU22690,384,0.033854167,0.026669271,0.003552354,2.022573122,0.013020833,0.01515625,0.004111032,-0.519435798,n,n
BSU22700,1089,0.022956841,0.020400367,0.002081563,1.228151003,0.023875115,0.025219467,0.002859712,-0.470100564,n,n
BSU22710,1173,0.017902813,0.015199488,0.001733331,1.559612057,0.028132992,0.028395567,0.002885557,-0.090996283,n,n
BSU22720,771,0.019455253,0.019734112,0.002185623,-0.127587648,0.019455253,0.025784695,0.003407108,-1.857716804,n,n
BSU22730,450,0.02,0.019042222,0.002700449,0.354673566,0.026666667,0.027755556,0.004299666,-0.253249659,n,n
BSU22740,1047,0.016236867,0.014856734,0.002003769,0.688768882,0.032473734,0.033765043,0.003243104,-0.398170656,n,n
BSU22750,702,0.017094017,0.017351852,0.002139834,-0.120492911,0.024216524,0.021501425,0.003550804,0.764643362,n,n
BSU22760,756,0.023809524,0.023603175,0.002758186,0.074813441,0.023809524,0.029497354,0.003623833,-1.569561821,n,n
BSU22770,228,0.030701754,0.024144737,0.003581058,1.831027841,0.01754386,0.014846492,0.004612319,0.584818183,n,n
BSU22780,573,0.019197208,0.015558464,0.002490085,1.461293288,0.02443281,0.027893543,0.003573575,-0.968423349,n,n
BSU22790,279,0.010752688,0.012802867,0.002906263,-0.705434909,0.043010753,0.044111111,0.005358376,-0.205352887,y,n
BSU22800,1479,0.026369168,0.023584178,0.002002267,1.390918331,0.022312373,0.021604463,0.002525583,0.280295691,n,n
BSU22810,735,0.021768707,0.0234,0.002676945,-0.60938613,0.02585034,0.026623129,0.003437026,-0.224842346,n,n
BSU22820,204,0.039215686,0.034436275,0.005016846,0.952672562,0.014705882,0.015754902,0.003016131,-0.347803247,n,n
BSU22830,1038,0.020231214,0.016318882,0.00216631,1.805988869,0.021194605,0.026101156,0.003064503,-1.601091881,n,n
BSU22840,1311,0.021357742,0.020208238,0.001737581,0.661554281,0.028222731,0.029336384,0.002721427,-0.409216598,n,n
BSU22849,195,0.030769231,0.024123077,0.005507839,1.206671765,0.030769231,0.023107693,0.004098083,1.869541967,n,n
BSU22850,894,0.029082774,0.023862416,0.002261666,2.308191154,0.016778523,0.020403803,0.002467904,-1.468971245,n,n
BSU22860,600,0.023333333,0.022153333,0.002964559,0.398035463,0.013333333,0.016166667,0.003165617,-0.895033679,n,n
BSU22870,1050,0.019047619,0.01777619,0.002135076,0.595495678,0.02,0.022658095,0.002957133,-0.898875695,n,n
BSU22880,1149,0.025239339,0.020749347,0.002070082,2.168992421,0.040905135,0.039765013,0.003190812,0.357314022,y,n
BSU22890,675,0.014814815,0.017543704,0.002693014,-1.01332139,0.025185185,0.023447407,0.00366534,0.474111023,n,n
BSU22900,177,0.016949153,0.016107345,0.004255578,0.197812946,0.033898305,0.034367232,0.004123302,-0.113726095,n,n
BSU22910,654,0.035168196,0.02659633,0.002976964,2.879398221,0.024464832,0.028983181,0.003477424,-1.299337827,n,n
BSU22920,1353,0.016999261,0.019175905,0.001774412,-1.22668523,0.032520325,0.033840355,0.002809026,-0.469924523,n,n
BSU22930,918,0.011982571,0.011233115,0.001652386,0.453559537,0.019607843,0.022525054,0.002954394,-0.98741419,n,n
BSU22940,657,0.01978691,0.022109589,0.003008633,-0.772004823,0.01978691,0.018977169,0.003140497,0.257838509,n,n
BSU22950,975,0.006153846,0.011155897,0.001751051,-2.856600103,0.02974359,0.029785641,0.003191211,-0.01317713,n,n
BSU22960,1284,0.01635514,0.016390187,0.001869603,-0.018745646,0.024143302,0.029411215,0.002844508,-1.851959576,n,n
BSU22970,585,0.020512821,0.01854188,0.002629345,0.749593816,0.035897436,0.029574359,0.003773588,1.675614093,n,n
BSU22980,780,0.020512821,0.021752564,0.002508939,-0.494130448,0.028205128,0.030051282,0.003239504,-0.569887847,n,n
BSU22990,444,0.015765766,0.020002252,0.002921443,-1.450135076,0.022522523,0.026554054,0.003572796,-1.128396488,n,n
BSU23000,723,0.013831259,0.01475242,0.002283276,-0.403438489,0.02351314,0.027098202,0.003176619,-1.128577878,n,n
BSU23010,570,0.021052632,0.026419298,0.003134765,-1.711983561,0.019298246,0.02268772,0.003498825,-0.968746404,n,n
BSU23020,1491,0.018108652,0.019282361,0.001858331,-0.631592893,0.023474178,0.023143528,0.002454522,0.134710566,n,n
BSU23030,1059,0.014164306,0.0123305,0.002006505,0.913930331,0.017941454,0.026139755,0.002987723,-2.743996456,n,n
BSU23040,249,0.012048193,0.012052209,0.002473643,-0.00162345,0.048192771,0.04660241,0.005548993,0.286603518,y,n
BSU23050,573,0.036649215,0.031739965,0.003420715,1.435153212,0.008726003,0.020609075,0.00347136,-3.423175126,n,n
BSU23070,1578,0.020278834,0.019460076,0.001612326,0.507811708,0.025982256,0.029040558,0.002648072,-1.154916279,n,n
BSU23080,768,0.024739583,0.023917969,0.002752084,0.298542605,0.018229167,0.02330599,0.003269527,-1.552769928,n,n
BSU23090,1107,0.01897019,0.016646793,0.001868652,1.24335473,0.020776874,0.024388437,0.002868603,-1.258996931,n,n
BSU23100,585,0.011965812,0.012659829,0.002792051,-0.248568898,0.020512821,0.027157265,0.003795935,-1.750410377,n,n
BSU23110,1770,0.01920904,0.016928249,0.001585701,1.438349395,0.030508475,0.028194915,0.002280714,1.014401576,n,n
BSU23120,723,0.026279391,0.022301521,0.002853694,1.393936809,0.037344398,0.035493776,0.003645449,0.507652662,n,n
BSU23130,1176,0.018707483,0.018012755,0.00218027,0.318643013,0.012755102,0.015386054,0.002368304,-1.110901501,n,n
BSU23140,1629,0.016574586,0.016472069,0.001647689,0.062218804,0.019643953,0.024107428,0.002404073,-1.856630422,n,n
BSU23150,540,0.025925926,0.027683333,0.002913284,-0.603239343,0.014814815,0.021909259,0.004072085,-1.742214301,n,n
BSU23160,735,0.02585034,0.026368707,0.002555277,-0.202861581,0.031292517,0.027463946,0.003571343,1.072025597,n,n
BSU23170,537,0.027932961,0.023513966,0.003166153,1.395698456,0.009310987,0.010102421,0.003141114,-0.25195968,n,n
BSU23180,591,0.021996616,0.021994924,0.002870441,0.000589506,0.013536379,0.013556684,0.003475118,-0.005842966,n,n
BSU23190,1149,0.024369017,0.022618799,0.001781307,0.982547324,0.019147084,0.023022628,0.002635361,-1.470593377,n,n
BSU23200,540,0.014814815,0.016025926,0.003031026,-0.399571337,0.025925926,0.023131481,0.003862463,0.723487874,n,n
BSU23210,594,0.016835017,0.014946128,0.002725889,0.692944213,0.021885522,0.027156566,0.003628907,-1.452515578,n,n
BSU23220,756,0.023809524,0.024861111,0.00273885,-0.38395208,0.031746032,0.029501323,0.00341153,0.657977206,n,n
BSU23230,525,0.00952381,0.012961905,0.002880704,-1.193491042,0.017142857,0.024895238,0.004004315,-1.936006824,n,n
BSU23240,375,0.013333333,0.012365333,0.002642845,0.36627189,0.024,0.026037333,0.003835157,-0.531225511,y,n
BSU23250,465,0.019354839,0.022105376,0.002996201,-0.918008141,0.023655914,0.02952043,0.00419011,-1.399609031,n,n
BSU23260,1197,0.019214703,0.016983292,0.001936329,1.152392711,0.025898079,0.024504595,0.00286655,0.486118812,n,n
BSU23270,648,0.029320988,0.030601852,0.00238449,-0.537164648,0.015432099,0.017350309,0.00322539,-0.594721964,n,n
BSU23280,1086,0.024861878,0.023698895,0.002160932,0.538185884,0.013812155,0.017427256,0.002690131,-1.343838215,n,n
BSU23300,345,0.028985507,0.02246087,0.003787804,1.7225381,0.023188406,0.024350725,0.00495739,-0.2344619,n,n
BSU23310,555,0.014414414,0.012763964,0.00253467,0.65114982,0.034234234,0.032401802,0.004463543,0.410533095,n,n
BSU23320,237,0.021097046,0.020493671,0.003870356,0.15589653,0.025316456,0.021755274,0.00470404,0.757047636,n,n
BSU23328,207,0.019323671,0.020550725,0.00341592,-0.359216144,0.033816425,0.028048309,0.005421882,1.063858636,n,n
BSU23329,255,0.011764706,0.016513725,0.004040435,-1.175373352,0.011764706,0.019933333,0.005484685,-1.489352107,n,y
BSU23330,288,0.013888889,0.014847222,0.003975861,-0.241037883,0.006944444,0.017506944,0.00413421,-2.554901397,n,n
BSU23340,204,0.034313725,0.028544118,0.005456193,1.057442016,0.004901961,0.008921569,0.003635887,-1.105536962,n,n
BSU23350,213,0.042253521,0.038422535,0.003722779,1.029066121,0.037558685,0.041535211,0.00562014,-0.707549281,n,n
BSU23360,432,0.018518519,0.015858796,0.002618995,1.015550928,0.023148148,0.024530093,0.004297108,-0.321598884,n,n
BSU23370,873,0.020618557,0.021435281,0.002281365,-0.357997751,0.037800687,0.031725086,0.003464326,1.753761539,n,n
BSU23380,1320,0.014393939,0.013996212,0.001734272,0.229333617,0.022727273,0.026143939,0.002886196,-1.183795504,n,n
BSU23390,1482,0.022267206,0.020908232,0.001921824,0.707127282,0.020242915,0.023890688,0.002453617,-1.48669228,n,n
BSU23401,612,0.016339869,0.015511438,0.002490034,0.332698735,0.022875817,0.021308823,0.003691662,0.424468426,n,n
BSU23402,351,0.017094017,0.014133903,0.003343006,0.885464789,0.011396011,0.010259259,0.003109187,0.365610638,n,n
BSU23410,1017,0.018682399,0.018003933,0.001920733,0.353232739,0.022615536,0.022030482,0.002905552,0.201357282,n,n
BSU23420,453,0.028697572,0.026452539,0.003303117,0.679671109,0.017660044,0.021348786,0.004048906,-0.911046503,n,n
BSU23430,426,0.030516432,0.029328638,0.004010502,0.29617078,0.009389671,0.010194836,0.002202362,-0.36559153,n,n
BSU23440,621,0.019323671,0.019334944,0.003087687,-0.003650837,0.022544283,0.023499195,0.003223573,-0.296227835,n,n
BSU23450,768,0.018229167,0.0200625,0.002622848,-0.698985719,0.02734375,0.027632813,0.003338337,-0.086588926,n,n
BSU23460,441,0.01814059,0.018510204,0.00301186,-0.122719558,0.036281179,0.031834467,0.004159526,1.069042904,n,n
BSU23470,354,0.025423729,0.019067797,0.003787099,1.678311499,0.02259887,0.025635593,0.004830673,-0.628633513,n,n
BSU23480,1170,0.027350427,0.025305983,0.001963882,1.041022098,0.023076923,0.025328205,0.002856954,-0.788000776,n,n
BSU23490,816,0.020833333,0.022160539,0.002369304,-0.560167229,0.018382353,0.020922794,0.003213156,-0.790637252,n,n
BSU23500,1185,0.01350211,0.011555274,0.001625971,1.19733745,0.027004219,0.028508017,0.002755651,-0.545714275,n,n
BSU23510,891,0.021324355,0.021709315,0.002379732,-0.161766273,0.016835017,0.014561167,0.002687295,0.846148115,n,n
BSU23519,228,0.026315789,0.022815789,0.002644557,1.323472886,0.021929825,0.031640351,0.004036639,-2.405596631,n,n
BSU23520,450,0.015555556,0.015171111,0.003188815,0.120560408,0.046666667,0.034133333,0.004151388,3.019070546,n,n
BSU23530,645,0.023255814,0.025996899,0.003160027,-0.867424611,0.009302326,0.012562791,0.002524344,-1.291608686,n,n
BSU23540,216,0.013888889,0.014324074,0.003145511,-0.138351155,0.032407407,0.027666667,0.006213413,0.7629848,n,n
BSU23550,1320,0.018181818,0.019021212,0.001849213,-0.453919541,0.021969697,0.023256818,0.0026479,-0.486091296,n,n
BSU23560,1407,0.022743426,0.024157072,0.002180951,-0.648178565,0.014214641,0.015579957,0.002020885,-0.675602862,n,n
BSU23570,1428,0.021008403,0.01877591,0.001670773,1.336203201,0.021708683,0.024693277,0.002601723,-1.147160607,n,n
BSU23580,990,0.02020202,0.021989899,0.002058042,-0.868727972,0.022222222,0.026592929,0.003209542,-1.361785251,n,n
BSU23590,351,0.025641026,0.016324786,0.003268809,2.850041111,0.025641026,0.024094017,0.004813893,0.321363427,n,n
BSU23600,1164,0.018041237,0.019659794,0.002053652,-0.788135694,0.024054983,0.024372852,0.002741786,-0.115935,n,n
BSU23610,558,0.021505376,0.015222222,0.002666687,2.356164482,0.041218638,0.036225807,0.003869003,1.290469707,n,n
BSU23616,123,0.032520325,0.027487805,0.003950208,1.273988663,0,0.005707317,0.005304039,-1.076032191,n,n
BSU23620,921,0.02062975,0.018194354,0.002162281,1.126308649,0.022801303,0.024497286,0.003226965,-0.525566022,n,n
BSU23630,225,0.022222222,0.018737778,0.002680364,1.299989315,0.031111111,0.034537778,0.003748304,-0.914191312,n,n
BSU23640,918,0.017429194,0.015708061,0.002177449,0.79043534,0.025054466,0.025362745,0.003086643,-0.099875168,n,n
BSU23650,240,0.020833333,0.020333333,0.003339167,0.149737826,0.0125,0.012025,0.003622269,0.131133288,n,n
BSU23660,324,0.027777778,0.026898148,0.003328383,0.264281462,0.012345679,0.017891976,0.003103044,-1.78737278,n,n
